Date,Adj Close,Close,High,Low,Open,Volume
2016-02-09,142.61561584472656,169.99000549316406,171.3699951171875,167.97000122070312,168.17999267578125,2360700
2016-02-10,142.52337646484375,169.8800048828125,172.64999389648438,169.72000122070312,170.92999267578125,1953600
2016-02-11,140.69439697265625,167.6999969482422,168.72000122070312,166.0500030517578,167.25999450683594,3439200
2016-02-12,143.58045959472656,171.13999938964844,171.13999938964844,168.6999969482422,169.5399932861328,1800300
2016-02-16,145.98825073242188,174.00999450683594,174.00999450683594,172.0500030517578,173.1999969482422,2361000
2016-02-17,148.37925720214844,176.86000061035156,177.25,175.1199951171875,175.32000732421875,2265400
2016-02-18,147.75010681152344,176.11000061035156,177.22000122070312,175.8000030517578,177.1999969482422,1646000
2016-02-19,147.7165069580078,176.07000732421875,176.1999969482422,174.64999389648438,175.27999877929688,1136900
2016-02-22,149.83074951171875,178.58999633789062,178.75,177.7100067138672,177.77999877929688,2603100
2016-02-23,147.95147705078125,176.35000610351562,178.19000244140625,176.22000122070312,177.9199981689453,2076000
2016-02-24,148.64779663085938,177.17999267578125,177.4499969482422,173.60000610351562,174.7899932861328,2599800
2016-02-25,150.43479919433594,179.30999755859375,179.30999755859375,176.8300018310547,177.6999969482422,2546000
2016-02-26,150.1578826904297,178.97999572753906,180.36000061035156,178.74000549316406,180.1999969482422,2560800
2016-02-29,148.81553649902344,177.3800048828125,179.9499969482422,177.3800048828125,178.94000244140625,3128400
2016-03-01,152.4818572998047,181.75,181.75,178.3300018310547,178.83999633789062,3041400
2016-03-02,153.1278533935547,182.52000427246094,182.5399932861328,180.91000366210938,181.36000061035156,3839200
2016-03-03,153.69000244140625,183.19000244140625,183.22999572753906,181.6999969482422,182.27000427246094,3150400
2016-03-04,154.18496704101562,183.77999877929688,184.66000366210938,182.5500030517578,183.4499969482422,2821000
2016-03-07,154.352783203125,183.97999572753906,184.38999938964844,182.75,182.85000610351562,3449900
2016-03-08,152.61607360839844,181.91000366210938,183.3300018310547,181.77999877929688,182.8300018310547,3385400
2016-03-09,153.45501708984375,182.91000366210938,183.22000122070312,182.00999450683594,182.85000610351562,1641600
2016-03-10,153.53892517089844,183.00999450683594,184.38999938964844,181.02999877929688,183.3800048828125,2090500
2016-03-11,156.03067016601562,185.97999572753906,186.00999450683594,184.4600067138672,184.57000732421875,2231000
2016-03-14,155.79571533203125,185.6999969482422,186.1999969482422,185.07000732421875,185.39999389648438,1412800
2016-03-15,155.5944061279297,185.4600067138672,185.4600067138672,184.4199981689453,184.6999969482422,1325300
2016-03-16,156.5256805419922,186.57000732421875,186.92999267578125,184.86000061035156,184.8800048828125,2700700
2016-03-17,157.51560974121094,187.75,188.24000549316406,186.0,186.4199981689453,1937300
2016-03-18,158.10289001464844,188.4499969482422,188.7899932861328,187.91000366210938,188.35000610351562,2623400
2016-03-21,158.34410095214844,187.72999572753906,187.94000244140625,186.91000366210938,187.17999267578125,1535400
2016-03-22,158.25982666015625,187.6300048828125,188.2100067138672,186.7100067138672,186.88999938964844,1521600
2016-03-23,157.24761962890625,186.42999267578125,187.36000061035156,186.17999267578125,187.17999267578125,1633300
2016-03-24,157.13796997070312,186.3000030517578,186.32000732421875,185.00999450683594,185.25,1874800
2016-03-28,157.24761962890625,186.42999267578125,186.94000244140625,185.9199981689453,186.75999450683594,1271200
2016-03-29,158.7574005126953,188.22000122070312,188.22000122070312,185.6300048828125,185.99000549316406,1604900
2016-03-30,159.42376708984375,189.00999450683594,189.72000122070312,188.5800018310547,189.1699981689453,1908400
2016-03-31,159.04420471191406,188.55999755859375,189.2899932861328,188.32000732421875,188.85000610351562,3007800
2016-04-01,160.06483459472656,189.77000427246094,189.9600067138672,187.10000610351562,187.39999389648438,2971800
2016-04-04,159.55874633789062,189.1699981689453,189.89999389648438,188.8300018310547,189.74000549316406,1259500
2016-04-05,157.93922424316406,187.25,188.2100067138672,187.0,187.74000549316406,1737500
2016-04-06,159.65992736816406,189.2899932861328,189.3800048828125,187.08999633789062,187.38999938964844,1860800
2016-04-07,157.77903747558594,187.05999755859375,188.5,186.25999450683594,188.1699981689453,2635300
2016-04-08,158.2091522216797,187.57000732421875,188.77000427246094,186.99000549316406,188.30999755859375,2043800
2016-04-11,157.7958984375,187.0800018310547,188.99000549316406,187.02999877929688,188.25999450683594,1355300
2016-04-12,159.3309783935547,188.89999389648438,189.17999267578125,186.8300018310547,187.2899932861328,1590700
2016-04-13,160.9251708984375,190.7899932861328,190.85000610351562,189.7100067138672,189.8800048828125,1972900
2016-04-14,160.90829467773438,190.77000427246094,191.30999755859375,190.41000366210938,190.83999633789062,3214800
2016-04-15,160.73117065429688,190.55999755859375,190.85000610351562,190.22000122070312,190.8000030517578,2059700
2016-04-18,161.8951416015625,191.94000244140625,191.94000244140625,189.85000610351562,189.99000549316406,2345300
2016-04-19,162.3843231201172,192.52000427246094,192.77999877929688,191.63999938964844,192.36000061035156,1633300
2016-04-20,162.51930236816406,192.67999267578125,193.42999267578125,192.0500030517578,192.60000610351562,1636800
2016-04-21,161.6168212890625,191.61000061035156,192.82000732421875,191.3699951171875,192.6999969482422,1814700
2016-04-22,161.6590118408203,191.66000366210938,191.94000244140625,190.69000244140625,191.3000030517578,1863900
2016-04-25,161.39749145507812,191.35000610351562,191.36000061035156,190.35000610351562,191.07000732421875,2368000
2016-04-26,161.63363647460938,191.6300048828125,192.16000366210938,191.13999938964844,191.72000122070312,1715300
2016-04-27,161.97103881835938,192.02999877929688,192.44000244140625,190.8000030517578,191.2100067138672,1971700
2016-04-28,160.51187133789062,190.3000030517578,192.39999389648438,189.85000610351562,191.22000122070312,1578800
2016-04-29,159.60096740722656,189.22000122070312,189.97999572753906,188.0500030517578,189.6199951171875,2785500
2016-05-02,160.87451171875,190.72999572753906,190.9499969482422,189.33999633789062,189.80999755859375,1638900
2016-05-03,159.4997100830078,189.10000610351562,189.66000366210938,188.27999877929688,189.44000244140625,2351900
2016-05-04,158.56350708007812,187.99000549316406,188.77999877929688,187.47000122070312,187.99000549316406,2079600
2016-05-05,158.5465545654297,187.97000122070312,188.89999389648438,187.57000732421875,188.57000732421875,1611600
2016-05-06,159.12014770507812,188.64999389648438,188.72000122070312,187.0,187.2100067138672,1551400
2016-05-09,159.2888641357422,188.85000610351562,189.27000427246094,188.36000061035156,188.5500030517578,1569000
2016-05-10,161.26255798339844,191.19000244140625,191.2100067138672,189.5399932861328,189.61000061035156,1021100
2016-05-11,159.75274658203125,189.39999389648438,191.07000732421875,189.38999938964844,190.7100067138672,2725500
2016-05-12,159.84552001953125,189.50999450683594,190.2899932861328,188.36000061035156,190.13999938964844,1783200
2016-05-13,158.36949157714844,187.75999450683594,189.7100067138672,187.4600067138672,189.10000610351562,1658700
2016-05-16,159.9467315673828,189.6300048828125,190.16000366210938,187.92999267578125,187.97999572753906,1075000
2016-05-17,158.5381317138672,187.9600067138672,189.64999389648438,187.3300018310547,189.35000610351562,3327100
2016-05-18,158.5128173828125,187.92999267578125,189.1999969482422,186.77999877929688,187.5,1942000
2016-05-19,157.99835205078125,187.32000732421875,187.58999633789062,185.97000122070312,187.14999389648438,1796000
2016-05-20,158.98519897460938,188.49000549316406,189.0500030517578,187.89999389648438,187.97000122070312,1588700
2016-05-23,158.77432250976562,188.24000549316406,188.77999877929688,188.02000427246094,188.47999572753906,1415400
2016-05-24,160.79019165039062,190.6300048828125,191.00999450683594,189.0800018310547,189.1300048828125,1985400
2016-05-25,161.8866424560547,191.92999267578125,192.4199981689453,191.36000061035156,191.3800048828125,2006700
2016-05-26,161.962646484375,192.02000427246094,192.36000061035156,191.67999267578125,192.13999938964844,1225300
2016-05-27,162.59521484375,192.77000427246094,192.8300018310547,192.16000366210938,192.19000244140625,988600
2016-05-31,162.40122985839844,192.5399932861328,193.27000427246094,191.8800048828125,193.16000366210938,2821900
2016-06-01,162.704833984375,192.89999389648438,193.05999755859375,191.6300048828125,191.8800048828125,2375500
2016-06-02,163.194091796875,193.47999572753906,193.47999572753906,191.9199981689453,192.4499969482422,1601700
2016-06-03,162.72174072265625,192.9199981689453,193.25999450683594,191.58999633789062,192.85000610351562,1897100
2016-06-06,163.50616455078125,193.85000610351562,194.24000549316406,193.1199951171875,193.2899932861328,1177600
2016-06-07,163.80137634277344,194.1999969482422,194.77999877929688,194.02000427246094,194.0500030517578,1551200
2016-06-08,164.34120178222656,194.83999633789062,194.9499969482422,194.2100067138672,194.33999633789062,1041100
2016-06-09,164.08816528320312,194.5399932861328,194.69000244140625,193.75,194.02000427246094,1521600
2016-06-10,162.51089477539062,192.6699981689453,193.42999267578125,192.1199951171875,193.07000732421875,1932900
2016-06-13,161.28787231445312,191.22000122070312,192.97000122070312,191.1199951171875,192.02999877929688,2318200
2016-06-14,160.93359375,190.8000030517578,191.4499969482422,189.8000030517578,190.8300018310547,2051200
2016-06-15,160.6973876953125,190.52000427246094,191.9600067138672,190.36000061035156,191.25999450683594,1590700
2016-06-16,161.22036743164062,191.13999938964844,191.3300018310547,188.57000732421875,189.60000610351562,2744400
2016-06-17,160.62147521972656,190.42999267578125,191.10000610351562,189.72999572753906,191.10000610351562,1701000
2016-06-20,161.6505584716797,191.64999389648438,193.25999450683594,191.55999755859375,192.55999755859375,1192800
2016-06-21,162.11083984375,191.24000549316406,191.64999389648438,190.64999389648438,191.14999389648438,1826500
2016-06-22,161.83958435058594,190.9199981689453,192.2100067138672,190.77999877929688,191.4499969482422,2245900
2016-06-23,163.93333435058594,193.38999938964844,193.44000244140625,192.0,192.52000427246094,2582200
2016-06-24,157.95713806152344,186.33999633789062,189.82000732421875,186.0,187.0,10310500
2016-06-27,155.16835021972656,183.0500030517578,185.05999755859375,182.27000427246094,185.05999755859375,7717000
2016-06-28,158.033447265625,186.42999267578125,186.44000244140625,184.52999877929688,184.8699951171875,4475900
2016-06-29,160.75450134277344,189.63999938964844,189.86000061035156,187.86000061035156,187.9499969482422,4147800
2016-06-30,162.924560546875,192.1999969482422,192.24000549316406,189.52999877929688,190.1300048828125,3822200
2016-07-01,163.26364135742188,192.60000610351562,193.1199951171875,192.07000732421875,192.08999633789062,2170900
2016-07-05,162.1193084716797,191.25,191.82000732421875,190.57000732421875,191.72999572753906,2233000
2016-07-06,163.0772247314453,192.3800048828125,192.49000549316406,189.97000122070312,190.7100067138672,2197800
2016-07-07,162.96697998046875,192.25,193.25999450683594,191.44000244140625,192.55999755859375,1704900
2016-07-08,165.44219970703125,195.1699981689453,195.36000061035156,193.41000366210938,193.6300048828125,2048200
2016-07-11,166.01866149902344,195.85000610351562,196.41000366210938,195.41000366210938,195.6199951171875,3590400
2016-07-12,167.1884307861328,197.22999572753906,197.5399932861328,196.58999633789062,196.83999633789062,2356700
2016-07-13,167.1291046142578,197.16000366210938,197.69000244140625,196.69000244140625,197.69000244140625,2767300
2016-07-14,168.1039581298828,198.30999755859375,198.8000030517578,197.88999938964844,198.5800018310547,3691100
2016-07-15,167.84962463378906,198.00999450683594,198.92999267578125,197.55999755859375,198.92999267578125,2346500
2016-07-18,168.33282470703125,198.5800018310547,198.74000549316406,197.89999389648438,198.14999389648438,1155700
2016-07-19,168.14634704589844,198.36000061035156,198.38999938964844,197.8800048828125,198.1300048828125,1003200
2016-07-20,168.82447814941406,199.16000366210938,199.44000244140625,198.41000366210938,198.9199981689453,1096900
2016-07-21,168.188720703125,198.41000366210938,199.32000732421875,197.97000122070312,199.07000732421875,4509800
2016-07-22,168.9685516357422,199.3300018310547,199.3800048828125,198.3000030517578,198.6199951171875,1678900
2016-07-25,168.56173706054688,198.85000610351562,199.1699981689453,198.1699981689453,199.10000610351562,1172600
2016-07-26,168.55325317382812,198.83999633789062,199.25,197.97000122070312,198.6999969482422,1405300
2016-07-27,168.44302368164062,198.7100067138672,199.33999633789062,197.85000610351562,199.2899932861328,2120100
2016-07-28,168.62950134277344,198.92999267578125,199.2100067138672,197.97999572753906,198.49000549316406,937200
2016-07-29,168.92620849609375,199.27999877929688,199.60000610351562,198.32000732421875,198.6300048828125,1758600
2016-08-01,168.73123168945312,199.0500030517578,199.7100067138672,198.5800018310547,199.3300018310547,2111500
2016-08-02,167.6800994873047,197.80999755859375,198.94000244140625,196.8800048828125,198.7899932861328,4085800
2016-08-03,168.16329956054688,198.3800048828125,198.4199981689453,197.39999389648438,197.74000549316406,2057500
2016-08-04,168.3243865966797,198.57000732421875,198.89999389648438,198.0500030517578,198.5,1384700
2016-08-05,169.6806182861328,200.1699981689453,200.22000122070312,199.19000244140625,199.33999633789062,1818600
2016-08-08,169.59588623046875,200.07000732421875,200.50999450683594,199.7899932861328,200.41000366210938,1441900
2016-08-09,169.7060546875,200.1999969482422,200.72999572753906,199.86000061035156,200.19000244140625,1821100
2016-08-10,169.27377319335938,199.69000244140625,200.39999389648438,199.3300018310547,200.33999633789062,1222300
2016-08-11,170.10446166992188,200.6699981689453,200.88999938964844,200.0,200.30999755859375,1644700
2016-08-12,169.93495178222656,200.47000122070312,200.6999969482422,200.0399932861328,200.32000732421875,1718400
2016-08-15,170.42662048339844,201.0500030517578,201.41000366210938,200.85000610351562,200.88999938964844,1051100
2016-08-16,169.54501342773438,200.00999450683594,200.66000366210938,200.0,200.61000061035156,1731200
2016-08-17,169.82473754882812,200.33999633789062,200.52999877929688,199.13999938964844,200.0500030517578,3157700
2016-08-18,170.23165893554688,200.82000732421875,200.86000061035156,200.25,200.3699951171875,5211200
2016-08-19,169.9942626953125,200.5399932861328,200.72000122070312,199.80999755859375,200.33999633789062,1190800
2016-08-22,169.97732543945312,200.52000427246094,200.75,199.8800048828125,200.3000030517578,880300
2016-08-23,170.29092407226562,200.88999938964844,201.50999450683594,200.86000061035156,201.17999267578125,1214400
2016-08-24,169.46871948242188,199.9199981689453,200.8699951171875,199.4600067138672,200.77999877929688,1161300
2016-08-25,169.3330535888672,199.75999450683594,200.2100067138672,199.3300018310547,199.47999572753906,1262600
2016-08-26,169.01097106933594,199.3800048828125,201.0500030517578,198.44000244140625,199.9600067138672,2890600
2016-08-29,169.86712646484375,200.38999938964844,200.64999389648438,199.49000549316406,199.52999877929688,1140700
2016-08-30,169.54501342773438,200.00999450683594,200.57000732421875,199.4499969482422,200.27999877929688,1407400
2016-08-31,169.12962341308594,199.52000427246094,199.82000732421875,198.64999389648438,199.6999969482422,2343900
2016-09-01,169.0957489013672,199.47999572753906,199.7899932861328,198.24000549316406,199.5,2196100
2016-09-02,169.8501739501953,200.3699951171875,200.8300018310547,199.77999877929688,200.41000366210938,1555800
2016-09-06,170.3842315673828,201.0,201.0399932861328,199.9199981689453,200.69000244140625,1589600
2016-09-07,170.37567138671875,200.99000549316406,201.14999389648438,200.32000732421875,200.82000732421875,1455400
2016-09-08,169.97732543945312,200.52000427246094,200.9199981689453,200.19000244140625,200.6199951171875,2180400
2016-09-09,165.87451171875,195.67999267578125,199.17999267578125,195.6699981689453,199.0800018310547,3435600
2016-09-12,168.24803161621094,198.47999572753906,198.9499969482422,194.8000030517578,194.8800048828125,2799900
2016-09-13,165.84945678710938,194.77999877929688,196.50999450683594,194.1199951171875,196.25,3365300
2016-09-14,165.7472381591797,194.66000366210938,196.1199951171875,194.1199951171875,194.8300018310547,2967100
2016-09-15,167.45022583007812,196.66000366210938,197.07000732421875,194.3699951171875,194.50999450683594,1874400
2016-09-16,166.7946014404297,195.88999938964844,196.19000244140625,195.1699981689453,196.02000427246094,1774100
2016-09-19,166.84564208984375,195.9499969482422,197.27999877929688,195.63999938964844,196.6300048828125,2061400
2016-09-20,166.8627471923828,195.97000122070312,197.02999877929688,195.92999267578125,196.86000061035156,1294100
2016-09-21,168.73597717285156,198.1699981689453,198.33999633789062,195.97999572753906,196.69000244140625,2238800
2016-09-22,169.74923706054688,199.36000061035156,199.7100067138672,198.97999572753906,199.25999450683594,2215200
2016-09-23,168.83811950683594,198.2899932861328,199.11000061035156,198.22000122070312,198.97999572753906,1413400
2016-09-26,167.4927978515625,196.7100067138672,197.60000610351562,196.5,197.47000122070312,2451600
2016-09-27,168.51458740234375,197.91000366210938,198.00999450683594,196.16000366210938,196.52999877929688,1468000
2016-09-28,169.42564392089844,198.97999572753906,199.07000732421875,197.1300048828125,198.17999267578125,1419900
2016-09-29,167.8334197998047,197.11000061035156,199.11000061035156,196.5399932861328,198.7100067138672,2074600
2016-09-30,169.17872619628906,198.69000244140625,199.33999633789062,197.75,198.00999450683594,3147400
2016-10-03,168.6422576904297,198.05999755859375,198.35000610351562,197.4499969482422,198.17999267578125,2136000
2016-10-04,167.85890197753906,197.13999938964844,198.47000122070312,196.47999572753906,198.25,2846600
2016-10-05,168.5571746826172,197.9600067138672,198.44000244140625,197.72000122070312,197.77000427246094,1126700
2016-10-06,168.75294494628906,198.19000244140625,198.33999633789062,197.16000366210938,197.74000549316406,1117400
2016-10-07,168.13136291503906,197.4600067138672,198.60000610351562,196.64999389648438,198.4199981689453,1795100
2016-10-10,168.90623474121094,198.3699951171875,198.9499969482422,197.4600067138672,197.4600067138672,1297400
2016-10-11,166.85418701171875,195.9600067138672,198.07000732421875,195.19000244140625,198.0,2643500
2016-10-12,167.06707763671875,196.2100067138672,196.74000549316406,195.58999633789062,196.1199951171875,1458700
2016-10-13,166.53062438964844,195.5800018310547,196.11000061035156,193.9199981689453,194.8300018310547,2407100
2016-10-14,166.57325744628906,195.6300048828125,197.1199951171875,195.61000061035156,196.64999389648438,1218800
2016-10-17,166.0793914794922,195.0500030517578,195.92999267578125,194.80999755859375,195.63999938964844,1323200
2016-10-18,167.0585479736328,196.1999969482422,196.75999450683594,195.82000732421875,196.6999969482422,1263300
2016-10-19,167.51837158203125,196.74000549316406,197.0800018310547,196.1300048828125,196.49000549316406,1041300
2016-10-20,167.24586486816406,196.4199981689453,196.97000122070312,195.6999969482422,196.3699951171875,1309600
2016-10-21,167.2884521484375,196.47000122070312,196.57000732421875,195.3800048828125,195.5399932861328,1376300
2016-10-24,167.96958923339844,197.27000427246094,197.64999389648438,196.9499969482422,197.3699951171875,817000
2016-10-25,167.4927978515625,196.7100067138672,197.38999938964844,196.47999572753906,197.1300048828125,1465300
2016-10-26,167.11814880371094,196.27000427246094,196.86000061035156,195.52999877929688,195.75999450683594,1202300
2016-10-27,166.67535400390625,195.75,197.07000732421875,195.64999389648438,197.0399932861328,1635500
2016-10-28,166.14747619628906,195.1300048828125,196.39999389648438,194.39999389648438,195.7100067138672,2632000
2016-10-31,166.14747619628906,195.1300048828125,195.74000549316406,194.97999572753906,195.49000549316406,1816300
2016-11-01,164.9895477294922,193.77000427246094,195.5399932861328,192.4499969482422,195.52000427246094,2456600
2016-11-02,163.89959716796875,192.49000549316406,193.80999755859375,192.10000610351562,193.4199981689453,3395900
2016-11-03,163.26095581054688,191.74000549316406,193.0,191.38999938964844,192.7899932861328,1512200
2016-11-04,163.0396270751953,191.47999572753906,192.7100067138672,191.32000732421875,191.8000030517578,2221300
2016-11-07,166.6157989501953,195.67999267578125,195.74000549316406,194.00999450683594,194.1699981689453,2699100
2016-11-08,167.38211059570312,196.5800018310547,197.17999267578125,195.02000427246094,195.30999755859375,3055900
2016-11-09,169.17018127441406,198.67999267578125,199.33999633789062,194.9199981689453,194.94000244140625,6119100
2016-11-10,169.56185913085938,199.13999938964844,200.44000244140625,197.61000061035156,199.52999877929688,5126400
2016-11-11,169.24685668945312,198.77000427246094,198.9600067138672,197.6999969482422,198.4199981689453,1954200
2016-11-14,169.2723846435547,198.8000030517578,199.49000549316406,198.05999755859375,199.3000030517578,2651000
2016-11-15,170.64324951171875,200.41000366210938,200.4199981689453,199.07000732421875,199.2899932861328,2532400
2016-11-16,170.35374450683594,200.07000732421875,200.2899932861328,199.64999389648438,199.77999877929688,1195000
2016-11-17,171.16261291503906,201.02000427246094,201.1300048828125,200.1199951171875,200.2100067138672,1178200
2016-11-18,170.85609436035156,200.66000366210938,201.32000732421875,200.44000244140625,201.16000366210938,1668300
2016-11-21,172.1162872314453,202.13999938964844,202.17999267578125,201.11000061035156,201.25,2641300
2016-11-22,172.43130493164062,202.50999450683594,202.72999572753906,201.77000427246094,202.5800018310547,2773400
2016-11-23,172.5845947265625,202.69000244140625,202.7100067138672,201.77000427246094,202.13999938964844,1466300
2016-11-25,173.2742919921875,203.5,203.5,202.9600067138672,203.0800018310547,1843100
2016-11-28,172.4568328857422,202.5399932861328,203.3699951171875,202.35000610351562,203.07000732421875,2193000
2016-11-29,172.7292938232422,202.86000061035156,203.35000610351562,202.1699981689453,202.50999450683594,1689600
2016-11-30,172.33766174316406,202.39999389648438,203.69000244140625,202.30999755859375,203.52999877929688,2360100
2016-12-01,171.6649627685547,201.61000061035156,202.7100067138672,201.24000549316406,202.67999267578125,3284100
2016-12-02,171.7842254638672,201.75,202.22999572753906,201.35000610351562,201.6999969482422,2118900
2016-12-05,172.77191162109375,202.91000366210938,203.3000030517578,202.4199981689453,202.63999938964844,2070500
2016-12-06,173.37646484375,203.6199951171875,203.6300048828125,202.63999938964844,203.1699981689453,2413300
2016-12-07,175.57325744628906,206.1999969482422,206.32000732421875,203.3000030517578,203.4499969482422,2253900
2016-12-08,176.03305053710938,206.74000549316406,207.27000427246094,205.9499969482422,206.25,2983000
2016-12-09,177.10589599609375,208.0,208.02999877929688,206.97999572753906,207.02000427246094,1972000
2016-12-12,176.91009521484375,207.77000427246094,208.4199981689453,207.33999633789062,207.9199981689453,2419600
2016-12-13,178.11915588378906,209.19000244140625,209.6999969482422,208.47000122070312,208.52999877929688,2670200
2016-12-14,176.64613342285156,207.4600067138672,209.58999633789062,206.97999572753906,208.83999633789062,4232900
2016-12-15,177.30172729492188,208.22999572753906,209.22999572753906,207.5800018310547,207.72000122070312,2812500
2016-12-16,176.99526977539062,207.8699951171875,208.83999633789062,207.5500030517578,208.82000732421875,3074000
2016-12-19,177.3953857421875,208.33999633789062,208.8000030517578,207.92999267578125,208.10000610351562,2042000
2016-12-20,178.07659912109375,209.13999938964844,209.30999755859375,208.67999267578125,208.9199981689453,3195300
2016-12-21,177.5912628173828,208.57000732421875,209.1999969482422,208.57000732421875,209.05999755859375,1546600
2016-12-22,177.3650665283203,207.00999450683594,207.24000549316406,206.5,207.16000366210938,1863700
2016-12-23,177.519287109375,207.19000244140625,207.22000122070312,206.77000427246094,206.97999572753906,1278900
2016-12-27,177.95623779296875,207.6999969482422,208.14999389648438,207.47999572753906,207.47999572753906,1818500
2016-12-28,176.5510711669922,206.05999755859375,208.07000732421875,205.91000366210938,208.0,2228000
2016-12-29,176.51683044433594,206.02000427246094,206.47000122070312,205.50999450683594,206.10000610351562,1772700
2016-12-30,175.90847778320312,205.30999755859375,206.42999267578125,204.50999450683594,206.3699951171875,4251000
2017-01-03,177.13369750976562,206.74000549316406,207.3300018310547,205.55999755859375,206.67999267578125,4750200
2017-01-04,178.1790313720703,207.9600067138672,208.17999267578125,207.1199951171875,207.1999969482422,4622400
2017-01-05,178.0419158935547,207.8000030517578,208.0399932861328,207.00999450683594,207.75,2772100
2017-01-06,178.7358856201172,208.61000061035156,209.08999633789062,207.39999389648438,207.99000549316406,2194600
2017-01-09,178.17044067382812,207.9499969482422,208.47999572753906,207.88999938964844,208.33999633789062,1705200
2017-01-10,178.14471435546875,207.9199981689453,208.82000732421875,207.50999450683594,207.89999389648438,2189400
2017-01-11,178.6502227783203,208.50999450683594,208.50999450683594,207.1199951171875,207.83999633789062,5677600
2017-01-12,178.2561492919922,208.0500030517578,208.19000244140625,206.5399932861328,207.97000122070312,3244600
2017-01-13,178.60739135742188,208.4600067138672,208.77999877929688,208.1300048828125,208.17999267578125,2822700
2017-01-17,177.97335815429688,207.72000122070312,208.2100067138672,207.3300018310547,207.7899932861328,1690000
2017-01-18,178.3503875732422,208.16000366210938,208.22000122070312,207.4199981689453,208.00999450683594,1980500
2017-01-19,177.75057983398438,207.4600067138672,208.42999267578125,206.97000122070312,208.27000427246094,1666900
2017-01-20,178.3246307373047,208.1300048828125,208.6999969482422,207.55999755859375,208.13999938964844,2082500
2017-01-23,177.91339111328125,207.64999389648438,208.2100067138672,206.8300018310547,207.83999633789062,4586600
2017-01-24,179.04437255859375,208.97000122070312,209.39999389648438,207.75,207.86000061035156,1940100
2017-01-25,180.5352020263672,210.7100067138672,210.77000427246094,209.7899932861328,209.97999572753906,2873000
2017-01-26,180.39813232421875,210.5500030517578,210.89999389648438,210.25,210.64999389648438,2485100
2017-01-27,180.14105224609375,210.25,210.75999450683594,210.02999877929688,210.64999389648438,1428200
2017-01-30,179.05296325683594,208.97999572753906,209.52000427246094,207.8800048828125,209.47999572753906,2782300
2017-01-31,179.04437255859375,208.97000122070312,208.97000122070312,207.7899932861328,208.33999633789062,3787100
2017-02-01,179.07008361816406,209.0,209.86000061035156,208.3699951171875,209.6199951171875,2698800
2017-02-02,179.147216796875,209.08999633789062,209.39999389648438,208.22999572753906,208.58999633789062,1661300
2017-02-03,180.47520446777344,210.63999938964844,210.72999572753906,209.77000427246094,210.0800018310547,4264400
2017-02-06,180.09820556640625,210.1999969482422,210.5399932861328,209.83999633789062,210.1199951171875,1345500
2017-02-07,180.14105224609375,210.25,210.83999633789062,209.99000549316406,210.64999389648438,1194600
2017-02-08,180.37240600585938,210.52000427246094,210.61000061035156,209.6300048828125,210.25,1096100
